DownTime,EventTime,Keypress
1485113331702,1485113331767,KEYCODE_2
1485113332227,1485113332284,KEYCODE_5
1485113332801,1485113332891,KEYCODE_7
1485113333400,1485113333474,KEYCODE_0
1485113333916,1485113333989,KEYCODE_3
1485113334440,1485113334523,KEYCODE_9
1485113335032,1485113335113,KEYCODE_7
1485113335539,1485113335613,KEYCODE_2
1485113336105,1485113336179,KEYCODE_0
1485113336580,1485113336653,KEYCODE_5
1485113337119,1485113337185,KEYCODE_6
1485113337611,1485113337693,KEYCODE_3
1485113338209,1485113338283,KEYCODE_1
1485113338717,1485113338791,KEYCODE_8
1485113339300,1485113339398,KEYCODE_4
1485113339882,1485113339956,KEYCODE_5
1485113340481,1485113340579,KEYCODE_1
1485113341021,1485113341112,KEYCODE_6
1485113341537,1485113341611,KEYCODE_3
1485113342078,1485113342144,KEYCODE_8
1485113342719,1485113342784,KEYCODE_0
1485113343292,1485113343400,KEYCODE_4
1485113343900,1485113343999,KEYCODE_7
1485113344458,1485113344531,KEYCODE_2
1485113344965,1485113345039,KEYCODE_9
1485113345514,1485113345563,KEYCODE_5
1485113346039,1485113346112,KEYCODE_2
1485113346571,1485113346652,KEYCODE_4
1485113347129,1485113347194,KEYCODE_9
1485113347636,1485113347701,KEYCODE_6
1485113348210,1485113348276,KEYCODE_0
1485113348759,1485113348832,KEYCODE_3
1485113349358,1485113349457,KEYCODE_7
1485113349923,1485113349997,KEYCODE_8
1485113350497,1485113350572,KEYCODE_1
1485113351013,1485113351087,KEYCODE_5
1485113351721,1485113351803,KEYCODE_4
1485113352545,1485113352626,KEYCODE_2
1485113353252,1485113353334,KEYCODE_9
1485113354017,1485113354082,KEYCODE_3
1485113355081,1485113355155,KEYCODE_8
1485113355655,1485113355738,KEYCODE_1
1485113356338,1485113356412,KEYCODE_6
1485113357270,1485113357343,KEYCODE_0
1485113358010,1485113358084,KEYCODE_7
1485113358751,1485113358833,KEYCODE_1
1485113359534,1485113359615,KEYCODE_4
1485113360259,1485113360332,KEYCODE_8
1485113360941,1485113361031,KEYCODE_5
1485113361574,1485113361656,KEYCODE_9
1485113362382,1485113362455,KEYCODE_2
1485113363155,1485113363220,KEYCODE_0
1485113363779,1485113363860,KEYCODE_3
1485113364427,1485113364509,KEYCODE_6
1485113365285,1485113365375,KEYCODE_7
1485113365968,1485113366033,KEYCODE_6
1485113366825,1485113366882,KEYCODE_0
1485113367456,1485113367530,KEYCODE_5
1485113368463,1485113368553,KEYCODE_4
1485113369320,1485113369394,KEYCODE_1
1485113370335,1485113370392,KEYCODE_8
1485113371093,1485113371166,KEYCODE_9
1485113371832,1485113371906,KEYCODE_2
1485113372605,1485113372696,KEYCODE_7
1485113373313,1485113373387,KEYCODE_3
1485113374071,1485113374145,KEYCODE_0
1485113374769,1485113374843,KEYCODE_8
1485113375561,1485113375634,KEYCODE_3
1485113376941,1485113377006,KEYCODE_6
1485113378063,1485113378129,KEYCODE_4
1485113379055,1485113379119,KEYCODE_1
1485113380137,1485113380202,KEYCODE_2
1485113381235,1485113381324,KEYCODE_7
1485113382207,1485113382256,KEYCODE_5
1485113383296,1485113383370,KEYCODE_9
1485113384512,1485113384585,KEYCODE_0
1485113385709,1485113385782,KEYCODE_4
1485113386757,1485113386864,KEYCODE_7
1485113387880,1485113387945,KEYCODE_6
1485113389011,1485113389076,KEYCODE_9
1485113390118,1485113390191,KEYCODE_8
1485113391208,1485113391273,KEYCODE_5
1485113392274,1485113392347,KEYCODE_2
1485113393340,1485113393404,KEYCODE_3
1485113394488,1485113394570,KEYCODE_1
1485113395587,1485113395686,KEYCODE_4
1485113396694,1485113396760,KEYCODE_5
1485113397868,1485113397941,KEYCODE_2
1485113399033,1485113399089,KEYCODE_0
1485113400139,1485113400204,KEYCODE_8
1485113401271,1485113401352,KEYCODE_1
1485113402352,1485113402433,KEYCODE_9
1485113403432,1485113403498,KEYCODE_6
1485113404465,1485113404547,KEYCODE_3
1485113405488,1485113405587,KEYCODE_7
1485113406495,1485113406619,KEYCODE_4
1485113407467,1485113407551,KEYCODE_0
1485113408393,1485113408507,KEYCODE_2
1485113409283,1485113409365,KEYCODE_6
1485113410164,1485113410247,KEYCODE_3
1485113411246,1485113411320,KEYCODE_8
1485113412370,1485113412468,KEYCODE_5
1485113413435,1485113413566,KEYCODE_9
1485113414450,1485113414581,KEYCODE_7
1485113415515,1485113415647,KEYCODE_1
1485113416547,1485113416646,KEYCODE_9
1485113417638,1485113417737,KEYCODE_3
1485113418737,1485113418852,KEYCODE_6
1485113420001,1485113420100,KEYCODE_4
1485113421183,1485113421273,KEYCODE_0
1485113422206,1485113422288,KEYCODE_2
1485113423379,1485113423502,KEYCODE_7
1485113424561,1485113424659,KEYCODE_1
1485113425626,1485113425691,KEYCODE_5
1485113426758,1485113426839,KEYCODE_8
1485113427763,1485113427862,KEYCODE_9
1485113428795,1485113428910,KEYCODE_4
1485113429786,1485113429900,KEYCODE_3
1485113430916,1485113431007,KEYCODE_8
1485113431998,1485113432072,KEYCODE_0
1485113433089,1485113433187,KEYCODE_1
1485113434137,1485113434236,KEYCODE_7
1485113435169,1485113435267,KEYCODE_6
1485113436233,1485113436324,KEYCODE_2
1485113437224,1485113437305,KEYCODE_5
1485113438306,1485113438379,KEYCODE_0
1485113439388,1485113439470,KEYCODE_8
1485113440354,1485113440453,KEYCODE_2
1485113441395,1485113441494,KEYCODE_6
1485113442519,1485113442626,KEYCODE_7
1485113443576,1485113443657,KEYCODE_9
1485113444717,1485113444814,KEYCODE_5
1485113445756,1485113445863,KEYCODE_3
1485113446846,1485113446969,KEYCODE_1
1485113447978,1485113448084,KEYCODE_4
1485113449001,1485113449075,KEYCODE_5
1485113450199,1485113450282,KEYCODE_8
1485113451498,1485113451579,KEYCODE_0
1485113452637,1485113452761,KEYCODE_1
1485113453710,1485113453817,KEYCODE_4
1485113454783,1485113454874,KEYCODE_9
1485113455891,1485113455964,KEYCODE_2
1485113456990,1485113457062,KEYCODE_6
1485113458054,1485113458144,KEYCODE_3
1485113459128,1485113459235,KEYCODE_7
1485113460068,1485113460142,KEYCODE_8
1485113460592,1485113460691,KEYCODE_4
1485113461141,1485113461216,KEYCODE_5
1485113461658,1485113461739,KEYCODE_2
1485113462174,1485113462272,KEYCODE_6
1485113462773,1485113462855,KEYCODE_0
1485113463355,1485113463462,KEYCODE_7
1485113463905,1485113463970,KEYCODE_1
1485113464396,1485113464477,KEYCODE_9
1485113464904,1485113464994,KEYCODE_3
1485113465486,1485113465551,KEYCODE_9
1485113466060,1485113466142,KEYCODE_1
1485113466576,1485113466666,KEYCODE_4
1485113467075,1485113467149,KEYCODE_5
1485113467583,1485113467665,KEYCODE_6
1485113468115,1485113468206,KEYCODE_3
1485113468706,1485113468780,KEYCODE_0
1485113469181,1485113469237,KEYCODE_8
1485113469748,1485113469862,KEYCODE_7
1485113470271,1485113470337,KEYCODE_2
1485113470847,1485113470937,KEYCODE_9
1485113471404,1485113471470,KEYCODE_0
1485113471962,1485113472062,KEYCODE_4
1485113472520,1485113472594,KEYCODE_5
1485113473079,1485113473144,KEYCODE_8
1485113473678,1485113473786,KEYCODE_7
1485113474228,1485113474302,KEYCODE_6
1485113474795,1485113474894,KEYCODE_1
1485113475337,1485113475418,KEYCODE_2
1485113475919,1485113475993,KEYCODE_3
1485113476510,1485113476575,KEYCODE_0
1485113477018,1485113477099,KEYCODE_3
1485113477551,1485113477666,KEYCODE_4
1485113478141,1485113478240,KEYCODE_7
1485113478665,1485113478731,KEYCODE_9
1485113479199,1485113479264,KEYCODE_5
1485113479764,1485113479821,KEYCODE_8
1485113480363,1485113480454,KEYCODE_1
1485113480912,1485113480987,KEYCODE_6
1485113481480,1485113481545,KEYCODE_2
1485113482013,1485113482111,KEYCODE_6
1485113482572,1485113482653,KEYCODE_9
1485113483154,1485113483219,KEYCODE_2
1485113483687,1485113483752,KEYCODE_5
1485113484245,1485113484310,KEYCODE_8
1485113484836,1485113484919,KEYCODE_0
1485113485477,1485113485576,KEYCODE_7
1485113486060,1485113486125,KEYCODE_3
1485113486677,1485113486767,KEYCODE_4
1485113487302,1485113487401,KEYCODE_1
1485113487984,1485113488049,KEYCODE_0
1485113488567,1485113488673,KEYCODE_4
1485113489158,1485113489215,KEYCODE_8
1485113489699,1485113489764,KEYCODE_5
1485113490315,1485113490380,KEYCODE_9
1485113490989,1485113491088,KEYCODE_1
1485113491572,1485113491637,KEYCODE_6
1485113492230,1485113492345,KEYCODE_7
1485113492828,1485113492919,KEYCODE_3
1485113493436,1485113493518,KEYCODE_2
1485113494044,1485113494143,KEYCODE_9
1485113494610,1485113494692,KEYCODE_2
1485113495176,1485113495250,KEYCODE_5
1485113495752,1485113495825,KEYCODE_3
1485113496376,1485113496442,KEYCODE_0
1485113496976,1485113497066,KEYCODE_7
1485113497534,1485113497591,KEYCODE_6
1485113498101,1485113498158,KEYCODE_8
1485113498708,1485113498799,KEYCODE_4
1485113499299,1485113499373,KEYCODE_1
1485113499866,1485113499956,KEYCODE_2
1485113500422,1485113500506,KEYCODE_9
1485113500964,1485113501046,KEYCODE_3
1485113501613,1485113501662,KEYCODE_0
1485113502154,1485113502261,KEYCODE_4
1485113502820,1485113502918,KEYCODE_7
1485113503402,1485113503501,KEYCODE_1
1485113504002,1485113504068,KEYCODE_8
1485113504535,1485113504601,KEYCODE_6
1485113505093,1485113505166,KEYCODE_5
1485113505692,1485113505791,KEYCODE_7
1485113506283,1485113506349,KEYCODE_9
1485113506841,1485113506914,KEYCODE_2
1485113507415,1485113507464,KEYCODE_5
1485113507948,1485113508021,KEYCODE_3
1485113508539,1485113508604,KEYCODE_8
1485113509072,1485113509138,KEYCODE_6
1485113509698,1485113509780,KEYCODE_1
1485113510297,1485113510370,KEYCODE_4
1485113510947,1485113510995,KEYCODE_0
1485113511562,1485113511654,KEYCODE_1
1485113512188,1485113512295,KEYCODE_4
1485113512813,1485113512886,KEYCODE_0
1485113513370,1485113513436,KEYCODE_9
1485113513953,1485113514019,KEYCODE_2
1485113514503,1485113514569,KEYCODE_6
1485113515045,1485113515135,KEYCODE_3
1485113515636,1485113515694,KEYCODE_8
1485113516279,1485113516385,KEYCODE_7
1485113516870,1485113516944,KEYCODE_5
1485113517503,1485113517569,KEYCODE_0
1485113518053,1485113518127,KEYCODE_2
1485113518602,1485113518667,KEYCODE_8
1485113519193,1485113519251,KEYCODE_3
1485113519777,1485113519900,KEYCODE_7
1485113520386,1485113520475,KEYCODE_1
1485113520935,1485113521001,KEYCODE_6
1485113521476,1485113521542,KEYCODE_9
1485113522001,1485113522067,KEYCODE_5
1485113522643,1485113522733,KEYCODE_4
1485113523243,1485113523299,KEYCODE_2
1485113523826,1485113523899,KEYCODE_1
1485113524417,1485113524466,KEYCODE_8
1485113524950,1485113525015,KEYCODE_3
1485113525524,1485113525598,KEYCODE_9
1485113526075,1485113526131,KEYCODE_5
1485113526682,1485113526747,KEYCODE_0
1485113527256,1485113527355,KEYCODE_4
1485113527797,1485113527870,KEYCODE_6
1485113528446,1485113528545,KEYCODE_7
1485113529063,1485113529120,KEYCODE_8
1485113529587,1485113529645,KEYCODE_2
1485113530129,1485113530185,KEYCODE_5
1485113530769,1485113530851,KEYCODE_4
1485113531377,1485113531458,KEYCODE_7
1485113531943,1485113531992,KEYCODE_6
1485113532450,1485113532507,KEYCODE_3
1485113533058,1485113533099,KEYCODE_0
1485113533666,1485113533740,KEYCODE_1
1485113534331,1485113534389,KEYCODE_9
1485113534939,1485113534996,KEYCODE_0
1485113535431,1485113535479,KEYCODE_8
1485113536022,1485113536113,KEYCODE_7
1485113536529,1485113536586,KEYCODE_6
1485113537170,1485113537228,KEYCODE_4
1485113537712,1485113537777,KEYCODE_2
1485113538219,1485113538284,KEYCODE_3
1485113538736,1485113538793,KEYCODE_5
1485113539286,1485113539361,KEYCODE_9
1485113540094,1485113540193,KEYCODE_1
1485113540643,1485113540709,KEYCODE_3
1485113541152,1485113541209,KEYCODE_9
1485113541644,1485113541709,KEYCODE_6
1485113542168,1485113542217,KEYCODE_8
1485113542652,1485113542709,KEYCODE_2
1485113543301,1485113543408,KEYCODE_7
1485113543909,1485113543992,KEYCODE_5
1485113544750,1485113544841,KEYCODE_1
1485113545467,1485113545549,KEYCODE_4
1485113546241,1485113546299,KEYCODE_0
1485113546875,1485113546975,KEYCODE_4
1485113547509,1485113547573,KEYCODE_8
1485113548084,1485113548156,KEYCODE_2
1485113548716,1485113548773,KEYCODE_6
1485113549381,1485113549447,KEYCODE_0
1485113550006,1485113550079,KEYCODE_3
1485113550581,1485113550637,KEYCODE_5
1485113551121,1485113551186,KEYCODE_9
1485113551779,1485113551836,KEYCODE_1
1485113552344,1485113552443,KEYCODE_7
1485113552970,1485113553026,KEYCODE_0
1485113553477,1485113553542,KEYCODE_9
1485113554019,1485113554067,KEYCODE_8
1485113554526,1485113554591,KEYCODE_3
1485113555200,1485113555291,KEYCODE_7
1485113555758,1485113555832,KEYCODE_4
1485113556299,1485113556356,KEYCODE_5
1485113556824,1485113556872,KEYCODE_2
1485113557349,1485113557405,KEYCODE_6
1485113557990,1485113558080,KEYCODE_1
1485113558631,1485113558713,KEYCODE_7
1485113559181,1485113559238,KEYCODE_3
1485113559798,1485113559847,KEYCODE_2
1485113560457,1485113560497,KEYCODE_0
1485113561082,1485113561171,KEYCODE_1
1485113561723,1485113561789,KEYCODE_9
1485113562273,1485113562338,KEYCODE_8
1485113562873,1485113562930,KEYCODE_5
1485113563514,1485113563597,KEYCODE_4
1485113564105,1485113564180,KEYCODE_6
1485113564689,1485113564721,KEYCODE_8
1485113565247,1485113565287,KEYCODE_0
1485113565838,1485113565879,KEYCODE_2
1485113566472,1485113566561,KEYCODE_7
1485113567103,1485113567185,KEYCODE_1
1485113567669,1485113567726,KEYCODE_3
1485113568343,1485113568401,KEYCODE_9
1485113568984,1485113569075,KEYCODE_4
1485113569550,1485113569608,KEYCODE_6
1485113570216,1485113570265,KEYCODE_5
1485113570866,1485113570948,KEYCODE_1
1485113571507,1485113571556,KEYCODE_8
1485113572081,1485113572138,KEYCODE_6
1485113572971,1485113573012,KEYCODE_0
1485113573563,1485113573620,KEYCODE_3
1485113574420,1485113574518,KEYCODE_7
1485113575078,1485113575126,KEYCODE_2
1485113575669,1485113575709,KEYCODE_5
1485113576276,1485113576334,KEYCODE_9
1485113576917,1485113577007,KEYCODE_4
1485113577509,1485113577557,KEYCODE_9
1485113578041,1485113578107,KEYCODE_6
1485113578692,1485113578756,KEYCODE_0
1485113579223,1485113579281,KEYCODE_8
1485113579773,1485113579839,KEYCODE_5
1485113580373,1485113580430,KEYCODE_2
1485113581023,1485113581113,KEYCODE_4
1485113581688,1485113581787,KEYCODE_7
1485113582263,1485113582320,KEYCODE_3
1485113583104,1485113583177,KEYCODE_1
1485113583686,1485113583752,KEYCODE_2
1485113584361,1485113584426,KEYCODE_0
1485113584918,1485113584992,KEYCODE_3
1485113585518,1485113585591,KEYCODE_9
1485113586000,1485113586066,KEYCODE_6
1485113586674,1485113586765,KEYCODE_1
1485113587199,1485113587256,KEYCODE_5
1485113587757,1485113587814,KEYCODE_8
1485113588398,1485113588496,KEYCODE_7
1485113588997,1485113589071,KEYCODE_4
1485113589588,1485113589654,KEYCODE_0
1485113590121,1485113590188,KEYCODE_9
1485113590604,1485113590678,KEYCODE_6
1485113591137,1485113591210,KEYCODE_3
1485113591736,1485113591827,KEYCODE_4
1485113592260,1485113592326,KEYCODE_8
1485113593010,1485113593100,KEYCODE_7
1485113593551,1485113593608,KEYCODE_5
1485113594134,1485113594199,KEYCODE_2
1485113594733,1485113594832,KEYCODE_1
1485113595291,1485113595348,KEYCODE_5
1485113595840,1485113595897,KEYCODE_9
1485113596456,1485113596547,KEYCODE_4
1485113597039,1485113597087,KEYCODE_2
1485113597680,1485113597778,KEYCODE_7
1485113598213,1485113598269,KEYCODE_3
1485113598778,1485113598827,KEYCODE_8
1485113599419,1485113599477,KEYCODE_0
1485113599935,1485113599993,KEYCODE_6
1485113600535,1485113600625,KEYCODE_1
1485113601252,1485113601325,KEYCODE_1
1485113601802,1485113601858,KEYCODE_8
1485113602484,1485113602574,KEYCODE_4
1485113603033,1485113603091,KEYCODE_6
1485113603575,1485113603616,KEYCODE_9
1485113604109,1485113604174,KEYCODE_3
1485113604617,1485113604674,KEYCODE_5
1485113605233,1485113605323,KEYCODE_7
1485113605824,1485113605881,KEYCODE_2
1485113606441,1485113606498,KEYCODE_0
1485113607033,1485113607073,KEYCODE_8
1485113607715,1485113607806,KEYCODE_7
1485113608323,1485113608422,KEYCODE_1
1485113608897,1485113608955,KEYCODE_6
1485113609439,1485113609496,KEYCODE_9
1485113609989,1485113610045,KEYCODE_5
1485113610563,1485113610611,KEYCODE_2
1485113611295,1485113611343,KEYCODE_0
1485113611878,1485113611943,KEYCODE_3
1485113612519,1485113612609,KEYCODE_4
1485113613068,1485113613134,KEYCODE_6
1485113613586,1485113613652,KEYCODE_9
1485113614119,1485113614167,KEYCODE_2
1485113614735,1485113614834,KEYCODE_7
1485113615343,1485113615424,KEYCODE_1
1485113615917,1485113615982,KEYCODE_3
1485113616583,1485113616615,KEYCODE_0
1485113617108,1485113617173,KEYCODE_8
1485113617740,1485113617822,KEYCODE_4
1485113618255,1485113618330,KEYCODE_5
1485113618905,1485113618979,KEYCODE_1
1485113619455,1485113619520,KEYCODE_5
1485113620095,1485113620169,KEYCODE_0
1485113620628,1485113620694,KEYCODE_6
1485113621178,1485113621234,KEYCODE_2
1485113621844,1485113621926,KEYCODE_7
1485113622393,1485113622476,KEYCODE_4
1485113622959,1485113623024,KEYCODE_9
1485113623510,1485113623566,KEYCODE_8
1485113624041,1485113624098,KEYCODE_3
1485113624666,1485113624731,KEYCODE_3
1485113625231,1485113625306,KEYCODE_9
1485113625848,1485113625938,KEYCODE_1
1485113626372,1485113626454,KEYCODE_6
1485113626930,1485113626979,KEYCODE_5
1485113627529,1485113627578,KEYCODE_0
1485113628112,1485113628202,KEYCODE_7
1485113628662,1485113628768,KEYCODE_4
1485113629253,1485113629301,KEYCODE_2
1485113629819,1485113629867,KEYCODE_8
1485113630435,1485113630484,KEYCODE_0
1485113630934,1485113630991,KEYCODE_9
1485113631417,1485113631482,KEYCODE_6
1485113632042,1485113632132,KEYCODE_4
1485113632616,1485113632672,KEYCODE_8
1485113633124,1485113633197,KEYCODE_5
1485113633798,1485113633871,KEYCODE_1
1485113634372,1485113634446,KEYCODE_3
1485113634947,1485113635003,KEYCODE_2
1485113635687,1485113635797,KEYCODE_7
